id,name,t_name,is_nsfw,desc,remarks,c_id,update_times
8402,fatal frame 4,致命帧 4,0,,,3101,
8403,fatal fury,致命的愤怒,0,,,3101,
8404,fate (series),命运（系列）,0,,,2606,
8405,fate testarossa,命运塔罗萨,0,,,2606,
8406,fate testarossa (cosplay),命运塔罗莎（角色扮演）,0,,,2606,
8407,fate testarossa (impulse form),命运塔罗萨（冲动形式）,0,,,2606,
8408,fate testarossa (true sonic form),命运塔罗萨（真正的声音形式）,0,,,2606,
8409,fate/apocrypha,命运/伪经,0,,,2606,
8410,fate/empire of dirt,命运/泥土帝国,0,,,2606,
8411,fate/extella,命运/extella,0,,,2606,
8412,fate/extella link,命运/extella 链接,0,,,2606,
8413,fate/extra,命运/额外,0,,,2606,
8414,fate/extra ccc,命运/额外的ccc,0,,,2606,
8415,fate/extra ccc fox tail,命运/额外的 ccc 狐尾,0,,,2606,
8416,fate/grand order,命运/大订单,0,,,2606,
8417,fate/grand order arcade,命运/大订单街机,0,,,2606,
8418,fate/hollow ataraxia,命运/空心共济失调,0,,,2606,
8419,fate/kaleid liner prisma illya,命运/万花筒班轮 prisma illya,0,,,2606,
8420,fate/prototype,命运/原型,0,,,2606,
8421,fate/prototype: fragments of blue and silver,命运/原型：蓝色和银色的碎片,0,,,2606,
8422,fate/requiem,命运/安魂曲,0,,,2606,
8423,fate/stay night,命运/过夜,0,,,2606,
8424,fate/strange fake,命运/奇怪的假货,0,,,2606,
8425,fate/tiger colosseum,命运/老虎斗兽场,0,,,2606,
8426,fate/unlimited blade works,命运/无限刀片作品,0,,,2606,
8427,fate/unlimited codes,命运/无限代码,0,,,2606,
8428,fate/zero,命运/零,0,,,2606,
8429,fateline alpha,命运线阿尔法,0,,,2606,
8430,father and daughter,父亲和女儿,0,,,3101,
8431,father and son,父子,0,,,3101,
8432,father's day,父亲节,0,,,3101,
8433,fatherly,父亲,0,,,3101,
8434,fathom,英寻,0,,,3101,
8435,fatina,法蒂娜,0,,,3101,
8436,fatkewell,法特克威尔,0,,,3101,
8437,faubynet,福比网,0,,,3101,
8438,faucet,水龙头,0,,,3101,
8439,faulds,错误,0,,,3101,
8440,fault!!,错！！,0,,,3101,
8441,faust (arknights),浮士德（方舟之夜）,0,,,2710,
8442,faust (guilty gear),浮士德（罪恶装备）,0,,,2799,
8443,faustsketcher,faustsketcher,0,,,3101,
8444,faux figurine,人造雕像,0,,,3101,
8445,faux traditional media,假传统媒体,0,,,3101,
8446,fay (fay axl),fay (fay axl),0,,,2799,
8447,faye (fire emblem),faye（火徽）,0,,,2799,
8448,faye valentine,王菲情人节,0,,,3101,
8449,fbc,美国广播公司,0,,,3101,
8450,fc (efushii),fc (efushii),0,,,2799,
8451,fct,事实,0,,,3101,
8452,fe (tetsu),铁（铁）,0,,,2799,
8453,fearless night,无畏的夜晚,0,,,3101,
8454,feater (arknights),羽毛（方舟）,0,,,2710,
8455,feather boa,羽毛围巾,0,,,3101,
8456,feather collar,羽衣领,0,,,1898,
8457,feather dress,羽毛连衣裙,0,,,1811,
8458,feather duster,鸡毛掸子,0,,,3101,
8459,feather earrings,羽毛耳环,0,,,1906,
8460,feather fan,羽扇,0,,,3101,
8461,feather hair ornament,羽毛头饰,0,,,3101,
8462,feather necklace,羽毛项链,0,,,1904,
8463,feather-trimmed jacket,羽毛边饰夹克,0,,,3101,
8464,feather-trimmed sleeves,羽毛边袖,0,,,3101,
8465,feathered wings,羽翼,0,,,3101,
8466,featherine augustus aurora,羽毛状奥古斯都极光,0,,,3101,
8467,feathers,羽毛,0,,,3101,
8468,february,148 年 2 月,0,,,3101,
8469,fechirin,铁蛋白,0,,,3101,
8470,fed (giba),美联储 (giba),0,,,2799,
8471,federica n. doglio,费德里卡 n.多里奥,0,,,3101,
8472,fedora,软呢帽,0,,,1809,
8473,feeding,喂食,0,,,3101,
8474,feena (grandia),费纳（格兰迪亚）,0,,,2799,
8475,feena fam earthlight,Fena Fam 地球之光,0,,,3101,
8476,feet on chair,脚在椅子上,0,,,2106,
8477,feet only,仅脚,0,,,2106,
8478,feet up,抬起脚,0,,,2106,
8479,feguimel,非吉梅尔,0,,,3101,
8480,feh (fire emblem heroes),feh（火徽英雄）,0,,,2799,
8481,fei (maidoll),飞（女仆）,0,,,2799,
8482,fei lio mao,飞辽猫,0,,,3101,
8483,fei rune,飞符文,0,,,3101,
8484,feint721,佯攻721,0,,,3101,
8485,feipin zhanshi,飞品展位,0,,,3101,
8486,feiqizi (fkey),飞七子 (fkey),0,,,2799,
8487,feiton,飞腾,0,,,3101,
8488,felarya,费拉里亚,0,,,2602,
8489,feldt grace,费尔特恩典,0,,,3101,
8490,feli (puyopuyo),费利 (puyopuyo),0,,,2799,
8491,felicia (fire emblem),费利西亚（火徽）,0,,,2799,
8492,felicia (vampire),费利西亚（吸血鬼）,0,,,2799,
8493,felicia (vampire) (cosplay),费利西亚（吸血鬼）（角色扮演）,0,,,1708,
8494,felix argyle,菲利克斯·阿盖尔,0,,,3101,
8495,felix hugo fraldarius,费利克斯·雨果·弗拉达里乌斯,0,,,2602,
8496,fellatio,口交,0,,,3101,
8497,fellatio gesture,口交手势,0,,,2104,
8498,felt (re:zero),感觉（重新：零）,0,,,2611,
8499,felutiahime,费卢蒂亚希姆,0,,,3101,
8500,felyne,猫,0,,,3101,
8501,female abyssal admiral (kancolle),女海军上将 (kancolle),0,,,2709,
8502,female assassin (fate/zero),女刺客（命运/零）,0,,,2606,
8503,female butler,女管家,0,,,3101,
8504,female child,女孩,0,,,3101,
8505,female commander (girls' frontline),女指挥官（少女前线）,0,,,2713,
8506,female doctor (arknights),女医生 (arknights),0,,,2710,
8507,female ejaculation,女性射精,1,,,3101,
8508,female footjob,女性 脚交,1,,,2106,
8509,female goblin,女妖精,0,,,3101,
8510,female masturbation,女性手淫,1,,,2104,
8511,female orc,女兽人,0,,,3101,
8512,female orgasm,女性高潮,1,,,3101,
8513,female pervert,女色狼,0,,,1701,
8514,female pov,女性 pov,1,,,3101,
8515,female priest (dungeon and fighter),女牧师（地下城与斗士）,0,,,2799,
8516,female protagonist (pokemon go),女主角（口袋妖怪围棋）,0,,,2708,
8517,female pubic hair,女性阴毛,1,,,3004,
8518,female service cap,女性服务帽,0,,,1809,
8519,female titan,女泰坦,0,,,3101,
8520,female tourist c (arknights),女游客 c (arknights),0,,,2710,
8521,female trainer (umamusume),女教练 (umamusume),0,,,2716,
8522,femdom,调教,0,,,3101,
8523,fence,围栏,0,,,3101,
8524,fender,挡泥板,0,,,3101,
8525,fender jazz bass,挡泥板爵士贝司,0,,,3101,
8526,fender stratocaster,挡泥板Stratocaster,0,,,3101,
8527,fender telecaster,挡泥板电视广播机,0,,,3101,
8528,feng (skullgirls),冯（骷髅女孩）,0,,,2799,
8529,fengmo,风墨,0,,,3101,
8530,fengxi (the legend of luoxiaohei),凤熙（洛小黑传说）,0,,,2799,
8531,fennec (kemono friends),耳廓 (kemono 朋友),0,,,2607,
8532,fennec fox,耳廓狐,0,,,3101,
8533,fennekin,芬尼金,0,,,3101,
8534,fennel (pokemon),茴香（口袋妖怪）,0,,,2708,
8535,fenrir (fenlil0316),芬里尔 (fenlil0316),0,,,2799,
8536,fenrir (fenriluuu),芬里尔 (fenriluuu),0,,,2799,
8537,fenrir (shingeki no bahamut),fenrir (shingeki no bahamut),0,,,2799,
8538,fenyon,芬尼翁,0,,,3101,
8539,feral lemma,野性引理,0,,,3101,
8540,feraligatr,凶猛,0,,,3101,
8541,ferdinand von aegir,费迪南德·冯·埃吉尔,0,,,3101,
8542,fergus mac roich (fate),弗格斯·麦克·罗伊奇（命运）,0,,,2606,
8543,fern,蕨类植物,0,,,3101,
8544,fernandia malvezzi,费尔南迪亚·马尔韦齐,0,,,3101,
8545,ferrari,法拉利,0,,,2602,
8546,ferret,雪貂,0,,,3101,
8547,ferris wheel,摩天轮,0,,,3101,
8548,ferris wheel interior,摩天轮内饰,0,,,3101,
8549,fertilization,施肥,0,,,3101,
8550,festa11307070,节日11307070,0,,,3101,
8551,festival,节日,0,,,3101,
8552,fetal position,胎位,0,,,3101,
8553,fetus,胎儿,0,,,3101,
8554,fever,发烧,0,,,3101,
8555,fewer digits,更少的数字,0,,,3101,
8556,fff threesome,fff 三人行,0,,,3101,
8557,ffm threesome,实况调查团 三人行,0,,,3101,
8558,fhang,方,0,,,3101,
8559,fi (zelda),菲（塞尔达）,0,,,2715,
8560,fi-san,飞山,0,,,2501,
8561,fiammetta (arknights),菲亚梅塔（方舟之夜）,0,,,2710,
8562,fidgeting,坐立不安,0,,,3101,
8563,fie claussell,克劳塞尔,0,,,3101,
8564,field,字段,0,,,3101,
8565,field of blades,刀片领域,0,,,3101,
8566,fiery hair,火热的头发,0,,,1601,
8567,fiery horns,火热的角,0,,,3101,
8568,fiery wings,火热的翅膀,0,,,3101,
8569,fifiruu,菲菲鲁,0,,,3101,
8570,fig sign,无花果标志,0,,,3101,
8571,fighter (7th dragon),战斗机（第七龙）,0,,,2605,
8572,fighter (dq3),战斗机 (dq3),0,,,2799,
8573,fighter (dungeon and fighter),斗士（地下城与斗士）,0,,,2799,
8574,fighter (granblue fantasy),战斗机（碧蓝幻想）,0,,,2704,
8575,fighter jet,战斗机,0,,,3101,
8576,fighting,战斗,0,,,3101,
8577,fighting game,格斗游戏,0,,,3101,
8578,fighting master alleyne,战斗大师阿莱恩,0,,,3101,
8579,fighting stance,战斗姿态,0,,,3101,
8580,figma,figma,0,,,3101,
8581,figure,图,0,,,3101,
8582,figure skating,花样滑冰,0,,,3101,
8583,figure skating dress,花样滑冰服,0,,,1805,
8584,fii-tan,菲坦,0,,,3101,
8585,fii-tan the figure,fii-tan 人物,0,,,3101,
8586,filia ul copt,filia ul copt,0,,,3101,
8587,film grain,胶片颗粒,0,,,3101,
8588,film strip,胶片,0,,,3101,
8589,filming,拍摄,0,,,3101,
8590,fin e ld si laffinty,fin e ld si laffinty,0,,,3101,
8591,fin funnels,翅片漏斗,0,,,3101,
8592,final fantasy,最终幻想,0,,,2712,
8593,final fantasy crystal chronicles,最终幻想水晶编年史,0,,,2712,
8594,final fantasy fables,最终幻想寓言,0,,,2712,
8595,final fantasy i,最终幻想 i,0,,,2712,
8596,final fantasy ii,最终幻想 2,0,,,2712,
8597,final fantasy iii,最终幻想 iii,0,,,2712,
8598,final fantasy iv,最终幻想 iv,0,,,2712,
8599,final fantasy iv the after,最终幻想 iv the after,0,,,2712,
8600,final fantasy ix,最终幻想 ix,0,,,2712,
8601,final fantasy tactics,最终幻想战术,0,,,2712,
8602,final fantasy tactics advance,最终幻想战术推进,0,,,2712,
8603,final fantasy type-0,最终幻想类型-0,0,,,2712,
8604,final fantasy v,最终幻想 v,0,,,2712,
8605,final fantasy vi,最终幻想 vi,0,,,2712,
8606,final fantasy vii,最终幻想 vii,0,,,2712,
8607,final fantasy vii advent children,最终幻想 7 降临之子,0,,,2712,
8608,final fantasy vii remake,最终幻想七重制版,0,,,2712,
8609,final fantasy viii,最终幻想八、1251,0,,,2712,
8610,final fantasy x,最终幻想 x,0,,,2712,
8611,final fantasy x-2,最终幻想 x-2,0,,,2712,
8612,final fantasy xi,最终幻想 xi,0,,,2712,
8613,final fantasy xii,最终幻想 xii,0,,,2712,
8614,final fantasy xiii,最终幻想十三,0,,,2712,
8615,final fantasy xiii-2,最终幻想 xiii-2,0,,,2712,
8616,final fantasy xiv,最终幻想 xiv,0,,,2712,
8617,final fantasy xv,最终幻想 xv,0,,,2712,
8618,final fight,最后一战,0,,,3101,
8619,finalcake,最终蛋糕,0,,,3101,
8620,finana ryugu,菲纳龙宫,0,,,3101,
8621,fine (futagohime),很好 (futagohime),0,,,2799,
8622,fine art parody,美术模仿,0,,,3101,
8623,fine fabric emphasis,精细面料强调,0,,,3101,
8624,fine motion (umamusume),精细动作 (umamusume),0,,,2716,
8625,finger cots,指套,0,,,3101,
8626,finger frame,指架,0,,,3101,
8627,finger gun,手指枪,0,,,2104,
8628,finger heart,手指心,0,,,2104,
8629,finger horns,指角,0,,,3101,
8630,finger in own mouth,手指在自己的嘴里,0,,,2104,
8631,finger sucking,手指吸吮,0,,,2104,
8632,finger to another's mouth,手指对着别人的嘴,0,,,2104,
8633,finger to eye,手指到眼睛,0,,,2104,
8634,finger to head,指头,0,,,3101,
8635,finger to mouth,手指到嘴巴,0,,,2104,
8636,finger to tongue,手指到舌头,0,,,2104,
8637,fingering,指法,0,,,3101,
8638,fingering from behind,从背后指法,0,,,3101,
8639,fingering through panties,指法通过内裤,0,,,1803,
8640,fingernails,指甲,0,,,3101,
8641,fingerprint,指纹,0,,,3101,
8642,fingers,手指,0,,,2104,
8643,fingers to mouth,手指到嘴巴,0,,,2104,
8644,fingersmile,手指微笑,0,,,2104,
8645,finland (hetalia),芬兰（黑塔利亚）,0,,,2799,
8646,finn the human,芬兰人,0,,,3101,
8647,finneon,飞霓,0,,,3101,
8648,finnish flag,芬兰国旗,0,,,3101,
8649,finnish text,芬兰语文本,0,,,3101,
8650,fins,鳍,0,,,3101,
8651,fio germi,fio germi,0,,,3101,
8652,fiodo,菲奥多,0,,,3101,
8653,fiona belli,菲奥娜贝利,0,,,3101,
8654,fionn mac cumhaill (fate/grand order),fionn mac cumhaill（命运/大订单）,0,,,2606,
8655,fiora (league of legends),菲奥拉（英雄联盟）,0,,,2602,
8656,fiora (xenoblade),菲奥拉（异形之刃）,0,,,2602,
8657,fir (fire emblem),冷杉（火徽）,0,,,2799,
8658,fir tree,枞树,0,,,2315,
8659,fir3born,fir3born,0,,,3101,
8660,fire,火,0,,,3101,
8661,fire axe,消防斧,0,,,3101,
8662,fire emblem,火徽,0,,,3101,
8663,fire emblem (tiger & bunny),火徽（老虎和兔子）,0,,,2799,
8664,fire emblem awakening,火徽觉醒,0,,,3101,
8665,fire emblem cipher,火徽密码,0,,,3101,
8666,fire emblem echoes: shadows of valentia,火徽回响：瓦伦蒂亚之影,0,,,3101,
8667,fire emblem fates,火徽命运,0,,,2606,
8668,fire emblem gaiden,火徽外传,0,,,3101,
8669,fire emblem heroes,火徽英雄,0,,,3101,
8670,fire emblem warriors,火徽勇士173,0,,,2798,
8671,fire emblem warriors: three hopes,火徽勇士：三个希望,0,,,2798,
8672,fire emblem: genealogy of the holy war,火焰纹章：圣战谱系,0,,,2798,
8673,fire emblem: mystery of the emblem,火徽：徽记之谜,0,,,3101,
8674,fire emblem: new mystery of the emblem,火焰纹章：纹章之谜,0,,,3101,
8675,fire emblem: path of radiance,火徽：光辉之路,0,,,3101,
8676,fire emblem: radiant dawn,火焰纹章：光芒四射的黎明,0,,,3101,
8677,fire emblem: shadow dragon,火徽：影龙,0,,,3101,
8678,fire emblem: shadow dragon and the blade of light,火徽：影龙与光之刃,0,,,3101,
8679,fire emblem: the binding blade,火焰纹章：束缚之刃,0,,,3101,
8680,fire emblem: the blazing blade,火焰纹章：炽烈之刃,0,,,3101,
8681,fire emblem: the sacred stones,火徽：圣石,0,,,3101,
8682,fire emblem: thracia 776,火徽：thracia 776,0,,,3101,
8683,fire emblem: three houses,火徽：三房,0,,,3101,
8684,fire extinguisher,灭火器,0,,,3101,
8685,fire flower,火花,0,,,3101,
8686,fire helmet,消防头盔,0,,,3101,
8687,fire hydrant,消火栓,0,,,3101,
8688,fire keeper,消防员,0,,,3101,
8689,fireball,火球,0,,,3101,
8690,fireball (series),火球（系列）,0,,,2799,
8691,firecrackers,鞭炮,0,,,3101,
8692,firefighter,消防员,0,,,3101,
8693,firefighter jacket,消防夹克,0,,,3101,
8694,fireflies,萤火虫,0,,,2314,
8695,firefly,萤火虫,0,,,2314,
8696,firefox,火狐,0,,,3101,
8697,firelight ekko,火光ekko,0,,,3101,
8698,firelock,防火锁,0,,,3101,
8699,fireplace,壁炉,0,,,3101,
8700,firewatch (arknights),看火人（方舟）,0,,,2710,
8701,firewood,木柴,0,,,3101,
8702,fireworks,烟花,0,,,3101,
8703,firing,射击,0,,,3101,
8704,firing at viewer,向观众射击,0,,,3101,
8705,firis mistlud,菲里斯迷路,0,,,3101,
8706,firo (tate no yuusha no nariagari),firo (tate no yuusha no nariagari),0,,,2799,
8707,firolian,菲罗莲,0,,,3101,
8708,first aid,急救,0,,,3101,
8709,first aid kit,急救箱,0,,,3101,
8710,first high school uniform,第一套高中制服,0,,,1805,
8711,fischl (ein immernachtstraum) (genshin impact),fischl (ein immernachtstraum) (genshin Impact),0,,,2701,
8712,fish,鱼,0,,,2311,
8713,fish (food),鱼（食物）,0,,,2308,
8714,fish bone,鱼骨,0,,,2311,
8715,fish boy,鱼男孩,0,,,2311,
8716,fish costume,鱼装,0,,,2311,
8717,fish girl,鱼姑娘,0,,,2311,
8718,fish in mouth,嘴里有鱼,0,,,2311,
8719,fish print,鱼印,0,,,2311,
8720,fish request,鱼请求,0,,,2311,
8721,fish skeleton,鱼骨架,0,,,2311,
8722,fish tail,鱼尾,0,,,2311,
8723,fish tank,鱼缸,0,,,2311,
8724,fish tattoo,鱼纹身,0,,,2311,
8725,fish.boy,鱼男孩,0,,,2311,
8726,fishbowl,鱼缸,0,,,2311,
8727,fishbowl helmet,鱼缸头盔,0,,,2311,
8728,fisheye,鱼眼,0,,,1409,
8729,fishine,钓鱼,0,,,2311,
8730,fishing,钓鱼,0,,,2311,
8731,fishing hook,钓鱼钩,0,,,2311,
8732,fishing line,钓鱼线,0,,,2311,
8733,fishing lure,鱼饵,0,,,2311,
8734,fishing net,渔网,0,,,3101,
8735,fishing rod,钓鱼竿,0,,,2311,
8736,fishnet armwear,渔网护臂,0,,,3101,
8737,fishnet fabric,渔网面料,0,,,3101,
8738,fishnet legwear,渔网袜,0,,,1807,
8739,fishnet sleeves,渔网袖,0,,,3101,
8740,fishnet thighhighs,渔网长筒袜,0,,,1807,
8741,fishnets,渔网,0,,,3101,
8742,fist bump,拳头撞击,0,,,3101,
8743,fist in hand,拳头在手,0,,,2104,
8744,fist pump,拳头泵,0,,,3101,
8745,fisting,拳交,0,,,3101,
8746,fitting room,试衣间,0,,,1898,
8747,five nights at freddy's,在弗雷迪的五个晚上,0,,,3101,
8748,five star stories,五星级故事,0,,,3101,
8749,five-seven (gun),五七（枪）,0,,,2799,
8750,fixed,固定,0,,,3101,
8751,fixro2n,fixro2n,0,,,3101,
8752,fiz (fizintine),菲兹（fizintine）,0,,,2799,
8753,fizintine,苯丙胺,0,,,3101,
8754,fizz (pixiv34498626),嘶嘶声 (pixiv34498626),0,,,2799,
8755,fjorm (fire emblem),峡湾（火徽）,0,,,2799,
8756,fjsmu,fjsmu,0,,,3101,
8757,fkey,fkey,0,,,3101,
8758,fl studio,佛罗里达工作室,0,,,3101,
8759,fl-chan,fl-chan,0,,,3101,
8760,flaaffy,松软的,0,,,3101,
8761,flaccid,松弛,0,,,3101,
8762,flag,标志,0,,,3101,
8763,flag background,标志背景,0,,,1102,
8764,flag print,旗印,0,,,3101,
8765,flagpole,旗杆,0,,,3101,
8766,flags of all nations,各国国旗,0,,,3101,
8767,flail,连枷,0,,,3101,
8768,flailing,连连,0,,,3101,
8769,flak jacket,防弹衣,0,,,1898,
8770,flame,火焰,0,,,3101,
8771,flame print,火焰印花,0,,,3101,
8772,flame-tipped tail,火焰尾翼,0,,,3101,
8773,flamebringer (arknights),火焰使者（方舟）,0,,,2710,
8774,flamel symbol,火焰符号,0,,,3101,
8775,flamethrower,火焰喷射器,0,,,3101,
8776,flamie speeddraw,火焰速绘,0,,,3101,
8777,flaming eye,火焰之眼,0,,,1409,
8778,flaming eyes,燃烧的眼睛,0,,,1501,
8779,flaming halo,火焰光晕,0,,,3101,
8780,flaming skull,燃烧的骷髅,0,,,3101,
8781,flaming sword,火焰剑,0,,,3101,
8782,flamingo,火烈鸟,0,,,2313,
8783,flan (seeyouflan),果馅饼 (seeyouflan),0,,,2799,
8784,flandre scarlet,弗兰德猩红色,0,,,1701,
8785,flandre scarlet (cosplay),弗兰德猩红（角色扮演）,0,,,1708,
8786,flannel,法兰绒,0,,,3101,
8787,flannery (pokemon),法兰绒（口袋妖怪）,0,,,2708,
8788,flanvia,法兰维亚,0,,,3101,
8789,flapping,拍打,0,,,3101,
8790,flare,耀斑,0,,,3101,
8791,flareon,火炬,0,,,3101,
8792,flash,闪光,0,,,3101,
8793,flash game,快闪游戏,0,,,3101,
8794,flashback,闪回,0,,,3101,
8795,flashbang,闪光弹,0,,,3101,
8796,flashing,闪烁,0,,,3101,
8797,flashlight,手电筒,0,,,2104,
8798,flask,烧瓶,0,,,3101,
8799,flask (pandora),烧瓶（潘多拉）,0,,,2602,
8800,flasso,花瓶,0,,,3101,
8801,flat cap,平帽,0,,,1809,
8802,flat chest grab,平胸抓斗,0,,,1909,
8803,flat color,纯色,0,,,1701,
8804,flat screen tv,平板电视,0,,,3101,
8805,flat sign,平面标志,0,,,3101,
8806,flats,公寓,0,,,3101,
8807,flattop,平顶,0,,,3101,
8808,flay allster,剥皮奥尔斯特,0,,,3101,
8809,flayn (fire emblem),flayn（火徽）,0,,,2799,
8810,flcl,佛罗里达州,0,,,3101,
8811,fle0423,fle0423,0,,,3101,
8812,fleeing,逃离,0,,,3101,
8813,fleet,舰队,0,,,3101,
8814,flesh,肉,0,,,3101,
8815,fletcher (kancolle),弗莱彻 (kancolle),0,,,2709,
8816,fletcher mk ii (kancolle),弗莱彻 mk ii (kancolle),0,,,2709,
8817,fletchling,雏鸟,0,,,2313,
8818,fleur de lapin uniform,Fleur de lapin 制服,0,,,1805,
8819,fleur de lis,百合花,0,,,3101,
8820,flexible,灵活,0,,,3101,
8821,flexing,弯曲,0,,,3101,
8822,flick,轻弹,0,,,3101,
8823,flight attendant,空姐,0,,,3101,
8824,flight deck,飞行甲板,0,,,3101,
8825,flight goggles,飞行护目镜,0,,,3101,
8826,flint (arknights),燧石（方舟）,0,,,2710,
8827,flint (girls und panzer),燧石（少女与装甲）,0,,,2609,
8828,flint (pokemon),燧石（宠物小精灵）,0,,,2708,
8829,flip flappers,翻转挡板,0,,,3101,
8830,flip phone,翻盖手机,0,,,2104,
8831,flip-flops,人字拖,0,,,3101,
8832,flipnote studio (medium),Flipnote 工作室（中）,0,,,2799,
8833,flipper,脚蹼,0,,,2106,
8834,flipping food,翻转食物,0,,,2308,
8835,flirting,调情,0,,,3101,
8836,flo (guilty hearts),弗洛（有罪的心）,0,,,2799,
8837,floating,浮动,0,,,3101,
8838,floating book,浮书,0,,,3101,
8839,floating cape,漂浮斗篷,0,,,3101,
8840,floating card,浮卡,0,,,3101,
8841,floating castle,漂浮城堡,0,,,3101,
8842,floating city,水上城市,0,,,3101,
8843,floating clothes,浮衣,0,,,1898,
8844,floating fortress (kancolle),浮动堡垒 (kancolle),0,,,2709,
8845,floating head,浮头,0,,,3101,
8846,floating headgear,浮动头饰,0,,,3101,
8847,floating island,浮岛,0,,,3101,
8848,floating object,浮动物体,0,,,3101,
8849,floating rock,浮石,0,,,3101,
8850,floating scarf,漂浮围巾,0,,,3101,
8851,floating screen,浮动屏幕,0,,,3101,
8852,floating skull,漂浮的头骨,0,,,3101,
8853,floating weapon,浮动武器,0,,,2302,
8854,flock,羊群,0,,,3101,
8855,floette,弗洛特,0,,,3101,
8856,flonne,弗洛讷,0,,,3101,
8857,flonne (fallen angel),flonne（堕落天使）,0,,,2799,
8858,flood,洪水,0,,,3101,
8859,floor,地板,0,,,3101,
8860,floppy disk,软盘,0,,,3101,
8861,floppy ears,松软的耳朵,0,,,3101,
8862,flora (dq5),植物群 (dq5),0,,,2799,
8863,flora (fire emblem),植物群（火徽）,0,,,2799,
8864,floral arch,花拱门,0,,,3101,
8865,floral print,花卉印花,0,,,3101,
8866,florence nightingale (chaldea lifesavers) (fate),弗洛伦斯·南丁格尔（迦勒底救生员）（命运）,0,,,2606,
8867,florence nightingale (fate),佛罗伦萨夜莺（命运）,0,,,2606,
8868,florence nightingale (fate) (cosplay),佛罗伦萨夜莺（命运）（角色扮演）,0,,,2606,
8869,florence nightingale (santa) (fate),佛罗伦萨夜莺（圣诞老人）（命运）,0,,,2606,
8870,florence nightingale (third ascension) (fate),弗洛伦斯·南丁格尔（第三次扬升）（命运）,0,,,2606,
8871,florence nightingale (trick or treatment) (fate),佛罗伦萨夜莺（不给糖就捣蛋）（命运）,0,,,2606,
8872,florence nightingale (trick or treatment) (fate) (cosplay),佛罗伦萨夜莺（不给糖就捣蛋）（命运）（角色扮演）,0,,,2606,
8873,florina (fire emblem),弗洛里娜（火徽）,0,,,2799,
8874,flour,面粉,0,,,3101,
8875,flower,花,0,,,3101,
8876,flower (symbol),花（符号）,0,,,2799,
8877,flower (vocaloid),花 (vocaloid),0,,,2799,
8878,flower (vocaloid3),花 (vocaloid3),0,,,2799,
8879,flower (vocaloid4),花 (vocaloid4),0,,,2799,
8880,flower basket,花篮,0,,,3101,
8881,flower bed,花坛,0,,,3101,
8882,flower braid,花辫,0,,,3101,
8883,flower brooch,花胸针,0,,,1909,
8884,flower choker,花项链,0,,,1904,
8885,flower earrings,花耳环,0,,,1906,
8886,flower eyepatch,花眼罩,0,,,1409,
8887,flower field,花田,0,,,3101,
8888,flower in eye,眼中的花,0,,,1409,
8889,flower in mouth,花在嘴里,0,,,3101,
8890,flower knight girl,花骑士少女,0,,,3101,
8891,flower knot,花结,0,,,3101,
8892,flower necklace,花项链,0,,,1904,
8893,flower on head,头上的花,0,,,3101,
8894,flower on liquid,液体上的花朵,0,,,3101,
8895,flower over eye,花在眼睛上,0,,,1409,
8896,flower over mouth,花在嘴上,0,,,3101,
8897,flower pot,花盆,0,,,3101,
8898,flower request,鲜花请求,0,,,3101,
8899,flower shop,花店,0,,,3101,
8900,flower tact,花机智,0,,,3101,
8901,flower tattoo,花纹身,0,,,3101,
8902,flower wreath,花环,0,,,1906,
8903,flower-shaped pupils,花形瞳孔,0,,,3101,
8904,flowerxl,花XL,0,,,3101,
8905,flowey (undertale),流线型（传说之下）,0,,,2799,
8906,floyd leech,弗洛伊德水蛭,0,,,3101,
8907,fluffy,蓬松,0,,,3101,
8908,flugel (kaleido scope-710),flugel (kaleido scope-710),0,,,2799,
8909,fluorescent lamp,荧光灯,0,,,3101,
8910,flustered,心慌,0,,,3101,
8911,flute,长笛,0,,,3101,
8912,fluttershy,小蝶,0,,,3101,
8913,flx,佛罗里达州,0,,,3101,
8914,fly,飞,0,,,3101,
8915,fly (marguerite),飞（玛格丽特）,0,,,2799,
8916,fly agaric,飞木耳,0,,,3101,
8917,flyer,传单,0,,,3101,
8918,flygon,飞龙,0,,,3101,
8919,flying,飞行,0,,,3101,
8920,flying boat,飞艇,0,,,3101,
8921,flying button,飞行按钮,0,,,3101,
8922,flying car,飞行汽车,0,,,3101,
8923,flying fish,飞鱼,0,,,2311,
8924,flying kick,飞踢,0,,,3101,
8925,flying nimbus,飞云,0,,,3101,
8926,flying paper,飞纸,0,,,3101,
8927,flying saucer,飞碟,0,,,3101,
8928,flying sweatdrops,飞行的汗珠,0,,,3101,
8929,flying teardrops,飞扬的泪珠,0,,,3101,
8930,flying whale,飞鲸,0,,,3101,
8931,flying witch,飞行女巫,0,,,3101,
8932,flynn scifo,弗林科幻,0,,,3101,
8933,fn fal,fn 法尔,0,,,3101,
8934,fn fnc,fn fnc,0,,,3101,
8935,fn scar,fn 疤痕,0,,,3101,
8936,fnc (girls' frontline),fnc（女子前线）,0,,,2713,
8937,foam,泡沫,0,,,3101,
8938,foaming at the mouth,口吐白沫,0,,,3101,
8939,focke wulf,福克沃尔夫,0,,,3101,
8940,focused,专注,0,,,3101,
8941,fog,雾,0,,,3101,
8942,folait,福莱特,0,,,3101,
8943,fold-over boots,折叠靴,0,,,3101,
8944,folded,折叠,0,,,3101,
8945,folded clothes,折叠衣服,0,,,1701,
8946,folded fan,折扇,0,,,3101,
